county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee_mail,provisional
Missaukee,Reeder,Straight Party,,DEM,Democratic Party,61,,,,
Missaukee,Reeder,Straight Party,,REP,Republican Party,237,,,,
Missaukee,Reeder,Straight Party,,LIB,Libertarian Party,0,,,,
Missaukee,Reeder,Straight Party,,UST,U.S. Taxpayers Party,1,,,,
Missaukee,Reeder,Straight Party,,GRN,Green Party,0,,,,
Missaukee,Reeder,Straight Party,,WCP,Working Class Party,2,,,,
Missaukee,Reeder,Straight Party,,NLP,Natural Law Party,0,,,,
Missaukee,Richland,Straight Party,,DEM,Democratic Party,49,,,,
Missaukee,Richland,Straight Party,,REP,Republican Party,444,,,,
Missaukee,Richland,Straight Party,,LIB,Libertarian Party,1,,,,
Missaukee,Richland,Straight Party,,UST,U.S. Taxpayers Party,1,,,,
Missaukee,Richland,Straight Party,,GRN,Green Party,0,,,,
Missaukee,Richland,Straight Party,,WCP,Working Class Party,0,,,,
Missaukee,Richland,Straight Party,,NLP,Natural Law Party,0,,,,
Missaukee,Riverside,Straight Party,,DEM,Democratic Party,39,,,,
Missaukee,Riverside,Straight Party,,REP,Republican Party,319,,,,
Missaukee,Riverside,Straight Party,,LIB,Libertarian Party,1,,,,
Missaukee,Riverside,Straight Party,,UST,U.S. Taxpayers Party,0,,,,
Missaukee,Riverside,Straight Party,,GRN,Green Party,0,,,,
Missaukee,Riverside,Straight Party,,WCP,Working Class Party,0,,,,
Missaukee,Riverside,Straight Party,,NLP,Natural Law Party,0,,,,
Missaukee,West Branch,Straight Party,,DEM,Democratic Party,28,,,,
Missaukee,West Branch,Straight Party,,REP,Republican Party,135,,,,
Missaukee,West Branch,Straight Party,,LIB,Libertarian Party,0,,,,
Missaukee,West Branch,Straight Party,,UST,U.S. Taxpayers Party,0,,,,
Missaukee,West Branch,Straight Party,,GRN,Green Party,0,,,,
Missaukee,West Branch,Straight Party,,WCP,Working Class Party,1,,,,
Missaukee,West Branch,Straight Party,,NLP,Natural Law Party,1,,,,
Missaukee,Lake City,Straight Party,,DEM,Democratic Party,58,,,,
Missaukee,Lake City,Straight Party,,REP,Republican Party,142,,,,
Missaukee,Lake City,Straight Party,,LIB,Libertarian Party,3,,,,
Missaukee,Lake City,Straight Party,,UST,U.S. Taxpayers Party,0,,,,
Missaukee,Lake City,Straight Party,,GRN,Green Party,0,,,,
Missaukee,Lake City,Straight Party,,WCP,Working Class Party,0,,,,
Missaukee,Lake City,Straight Party,,NLP,Natural Law Party,1,,,,
Missaukee,McBain,Straight Party,,DEM,Democratic Party,26,,,,
Missaukee,McBain,Straight Party,,REP,Republican Party,141,,,,
Missaukee,McBain,Straight Party,,LIB,Libertarian Party,1,,,,
Missaukee,McBain,Straight Party,,UST,U.S. Taxpayers Party,0,,,,
Missaukee,McBain,Straight Party,,GRN,Green Party,0,,,,
Missaukee,McBain,Straight Party,,WCP,Working Class Party,1,,,,
Missaukee,McBain,Straight Party,,NLP,Natural Law Party,1,,,,
Missaukee,EV PCT 1,Straight Party,,DEM,Democratic Party,133,,,,
Missaukee,EV PCT 1,Straight Party,,REP,Republican Party,945,,,,
Missaukee,EV PCT 1,Straight Party,,LIB,Libertarian Party,1,,,,
Missaukee,EV PCT 1,Straight Party,,UST,U.S. Taxpayers Party,1,,,,
Missaukee,EV PCT 1,Straight Party,,GRN,Green Party,0,,,,
Missaukee,EV PCT 1,Straight Party,,WCP,Working Class Party,2,,,,
Missaukee,EV PCT 1,Straight Party,,NLP,Natural Law Party,0,,,,
