county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee_mail,provisional
Montmorency,"Vienna Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,0,0,0,0,
Montmorency,"Albert Township, Precinct 1",U.S. Senate,,,Write-ins,1,1,0,0,
Montmorency,"Avery Township, Precinct 1",U.S. Senate,,,Write-ins,0,0,0,0,
Montmorency,"Briley Township, Precinct 1",U.S. Senate,,,Write-ins,0,0,0,0,
Montmorency,"Hillman Township, Precinct 1",U.S. Senate,,,Write-ins,1,1,0,0,
Montmorency,"Loud Township, Precinct 1",U.S. Senate,,,Write-ins,1,0,1,0,
Montmorency,"Montmorency Township, Precinct 1",U.S. Senate,,,Write-ins,1,1,0,0,
Montmorency,"Montmorency Township, Precinct 2",U.S. Senate,,,Write-ins,0,0,0,0,
Montmorency,"Rust Township, Precinct 1",U.S. Senate,,,Write-ins,0,0,0,0,
Montmorency,"Vienna Township, Precinct 1",U.S. Senate,,,Write-ins,1,1,0,0,
