county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee_mail,provisional
Bay,Merritt Township Precinct 1,Straight Party,,REP,Republican Party,282,258,24,0,
Bay,Merritt Township Precinct 1,Straight Party,,LIB,Libertarian Party,0,0,0,0,
Bay,Merritt Township Precinct 1,Straight Party,,UST,U.S. Taxpayers Party,2,2,0,0,
Bay,Merritt Township Precinct 1,Straight Party,,GRN,Green Party,4,4,0,0,
Bay,Merritt Township Precinct 1,Straight Party,,WCP,Working Class Party,4,4,0,0,
Bay,Merritt Township Precinct 1,Straight Party,,NLP,Natural Law Party,1,1,0,0,
Bay,Monitor Township Precinct 1,Straight Party,,DEM,Democratic Party,329,89,39,201,
Bay,Monitor Township Precinct 1,Straight Party,,REP,Republican Party,383,178,61,144,
Bay,Monitor Township Precinct 1,Straight Party,,LIB,Libertarian Party,5,1,1,3,
Bay,Monitor Township Precinct 1,Straight Party,,UST,U.S. Taxpayers Party,0,0,0,0,
Bay,Monitor Township Precinct 1,Straight Party,,GRN,Green Party,1,1,0,0,
Bay,Monitor Township Precinct 1,Straight Party,,WCP,Working Class Party,7,6,1,0,
Bay,Monitor Township Precinct 1,Straight Party,,NLP,Natural Law Party,1,1,0,0,
Bay,Monitor Township Precinct 2,Straight Party,,DEM,Democratic Party,561,96,72,393,
Bay,Monitor Township Precinct 2,Straight Party,,REP,Republican Party,663,218,177,268,
Bay,Monitor Township Precinct 2,Straight Party,,LIB,Libertarian Party,1,0,0,1,
Bay,Monitor Township Precinct 2,Straight Party,,UST,U.S. Taxpayers Party,0,0,0,0,
Bay,Monitor Township Precinct 2,Straight Party,,GRN,Green Party,1,1,0,0,
Bay,Monitor Township Precinct 2,Straight Party,,WCP,Working Class Party,3,2,1,0,
Bay,Monitor Township Precinct 2,Straight Party,,NLP,Natural Law Party,0,0,0,0,
Bay,Monitor Township Precinct 3,Straight Party,,DEM,Democratic Party,434,104,60,270,
Bay,Monitor Township Precinct 3,Straight Party,,REP,Republican Party,801,379,180,242,
Bay,Monitor Township Precinct 3,Straight Party,,LIB,Libertarian Party,6,3,2,1,
Bay,Monitor Township Precinct 3,Straight Party,,UST,U.S. Taxpayers Party,7,1,0,6,
Bay,Monitor Township Precinct 3,Straight Party,,GRN,Green Party,0,0,0,0,
Bay,Monitor Township Precinct 3,Straight Party,,WCP,Working Class Party,5,5,0,0,
Bay,Monitor Township Precinct 3,Straight Party,,NLP,Natural Law Party,1,1,0,0,
Bay,Mount Forest Township Precinct 1,Straight Party,,DEM,Democratic Party,110,102,8,0,
Bay,Mount Forest Township Precinct 1,Straight Party,,REP,Republican Party,295,270,25,0,
Bay,Mount Forest Township Precinct 1,Straight Party,,LIB,Libertarian Party,2,2,0,0,
Bay,Mount Forest Township Precinct 1,Straight Party,,UST,U.S. Taxpayers Party,1,1,0,0,
Bay,Mount Forest Township Precinct 1,Straight Party,,GRN,Green Party,0,0,0,0,
Bay,Mount Forest Township Precinct 1,Straight Party,,WCP,Working Class Party,8,8,0,0,
Bay,Mount Forest Township Precinct 1,Straight Party,,NLP,Natural Law Party,1,1,0,0,
Bay,Pinconning Township Precinct 1,Straight Party,,DEM,Democratic Party,226,208,18,0,
Bay,Pinconning Township Precinct 1,Straight Party,,REP,Republican Party,480,429,51,0,
Bay,Pinconning Township Precinct 1,Straight Party,,LIB,Libertarian Party,1,1,0,0,
Bay,Pinconning Township Precinct 1,Straight Party,,UST,U.S. Taxpayers Party,1,1,0,0,
Bay,Pinconning Township Precinct 1,Straight Party,,GRN,Green Party,0,0,0,0,
Bay,Pinconning Township Precinct 1,Straight Party,,WCP,Working Class Party,14,14,0,0,
Bay,Pinconning Township Precinct 1,Straight Party,,NLP,Natural Law Party,0,0,0,0,
Bay,Portsmouth Township Precinct 1,Straight Party,,DEM,Democratic Party,170,55,15,100,
Bay,Portsmouth Township Precinct 1,Straight Party,,REP,Republican Party,250,155,29,66,
Bay,Portsmouth Township Precinct 1,Straight Party,,LIB,Libertarian Party,1,1,0,0,
Bay,Portsmouth Township Precinct 1,Straight Party,,UST,U.S. Taxpayers Party,2,1,0,1,
Bay,Portsmouth Township Precinct 1,Straight Party,,GRN,Green Party,1,1,0,0,
Bay,Portsmouth Township Precinct 1,Straight Party,,WCP,Working Class Party,4,4,0,0,
Bay,Portsmouth Township Precinct 1,Straight Party,,NLP,Natural Law Party,1,1,0,0,
Bay,Portsmouth Township Precinct 2,Straight Party,,DEM,Democratic Party,259,92,35,132,
Bay,Portsmouth Township Precinct 2,Straight Party,,REP,Republican Party,290,173,44,73,
Bay,Portsmouth Township Precinct 2,Straight Party,,LIB,Libertarian Party,2,2,0,0,
Bay,Portsmouth Township Precinct 2,Straight Party,,UST,U.S. Taxpayers Party,1,1,0,0,
Bay,Portsmouth Township Precinct 2,Straight Party,,GRN,Green Party,0,0,0,0,
Bay,Portsmouth Township Precinct 2,Straight Party,,WCP,Working Class Party,6,5,0,1,
Bay,Portsmouth Township Precinct 2,Straight Party,,NLP,Natural Law Party,0,0,0,0,
Bay,Williams Township Precinct 1,Straight Party,,DEM,Democratic Party,288,109,17,162,
Bay,Williams Township Precinct 1,Straight Party,,REP,Republican Party,545,335,89,121,
Bay,Williams Township Precinct 1,Straight Party,,LIB,Libertarian Party,3,3,0,0,
Bay,Williams Township Precinct 1,Straight Party,,UST,U.S. Taxpayers Party,2,2,0,0,
Bay,Williams Township Precinct 1,Straight Party,,GRN,Green Party,1,1,0,0,
Bay,Williams Township Precinct 1,Straight Party,,WCP,Working Class Party,5,4,0,1,
Bay,Williams Township Precinct 1,Straight Party,,NLP,Natural Law Party,1,1,0,0,
Bay,Williams Township Precinct 2,Straight Party,,DEM,Democratic Party,182,69,25,88,
Bay,Williams Township Precinct 2,Straight Party,,REP,Republican Party,337,206,42,89,
Bay,Williams Township Precinct 2,Straight Party,,LIB,Libertarian Party,0,0,0,0,
Bay,Williams Township Precinct 2,Straight Party,,UST,U.S. Taxpayers Party,3,2,0,1,
Bay,Williams Township Precinct 2,Straight Party,,GRN,Green Party,2,2,0,0,
Bay,Williams Township Precinct 2,Straight Party,,WCP,Working Class Party,1,1,0,0,
Bay,Williams Township Precinct 2,Straight Party,,NLP,Natural Law Party,0,0,0,0,
Bay,City of Midland Precinct 2,Straight Party,,DEM,Democratic Party,0,0,0,0,
Bay,City of Midland Precinct 2,Straight Party,,REP,Republican Party,0,0,0,0,
Bay,City of Midland Precinct 2,Straight Party,,LIB,Libertarian Party,0,0,0,0,
Bay,City of Midland Precinct 2,Straight Party,,UST,U.S. Taxpayers Party,0,0,0,0,
Bay,City of Midland Precinct 2,Straight Party,,GRN,Green Party,0,0,0,0,
Bay,City of Midland Precinct 2,Straight Party,,WCP,Working Class Party,0,0,0,0,
Bay,City of Midland Precinct 2,Straight Party,,NLP,Natural Law Party,0,0,0,0,
Bay,Bently Township Precinct 1,Straight Party,,DEM,Democratic Party,0,0,0,0,
Bay,Bently Township Precinct 1,Straight Party,,REP,Republican Party,0,0,0,0,
Bay,Bently Township Precinct 1,Straight Party,,LIB,Libertarian Party,0,0,0,0,
Bay,Bently Township Precinct 1,Straight Party,,UST,U.S. Taxpayers Party,0,0,0,0,
Bay,Bently Township Precinct 1,Straight Party,,GRN,Green Party,0,0,0,0,
Bay,Bently Township Precinct 1,Straight Party,,WCP,Working Class Party,0,0,0,0,
Bay,Bently Township Precinct 1,Straight Party,,NLP,Natural Law Party,0,0,0,0,
Bay,Buena Vista Township Precinct 1,Straight Party,,DEM,Democratic Party,0,0,0,0,
Bay,Buena Vista Township Precinct 1,Straight Party,,REP,Republican Party,0,0,0,0,
Bay,Buena Vista Township Precinct 1,Straight Party,,LIB,Libertarian Party,0,0,0,0,
Bay,Buena Vista Township Precinct 1,Straight Party,,UST,U.S. Taxpayers Party,0,0,0,0,
Bay,Buena Vista Township Precinct 1,Straight Party,,GRN,Green Party,0,0,0,0,
Bay,Buena Vista Township Precinct 1,Straight Party,,WCP,Working Class Party,0,0,0,0,
Bay,Buena Vista Township Precinct 1,Straight Party,,NLP,Natural Law Party,0,0,0,0,
