county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee_mail,provisional
Huron,"Grant Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,308,,,,
Huron,"Grant Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,4,,,,
Huron,"Grant Township, Precinct 1",U.S. Senate,,UST,Dave Stein,1,,,,
Huron,"Grant Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,4,,,,
Huron,"Grant Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,2,,,,
Huron,"Grant Township, Precinct 1",U.S. Senate,,,Write-ins,1,,,,
Huron,"Hume Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,169,,,,
Huron,"Hume Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,337,,,,
Huron,"Hume Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,2,,,,
Huron,"Hume Township, Precinct 1",U.S. Senate,,UST,Dave Stein,3,,,,
Huron,"Hume Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,1,,,,
Huron,"Hume Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,3,,,,
Huron,"Hume Township, Precinct 1",U.S. Senate,,,Write-ins,3,,,,
Huron,"Huron Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,55,,,,
Huron,"Huron Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,160,,,,
Huron,"Huron Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,0,,,,
Huron,"Huron Township, Precinct 1",U.S. Senate,,UST,Dave Stein,1,,,,
Huron,"Huron Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,1,,,,
Huron,"Huron Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,1,,,,
Huron,"Huron Township, Precinct 1",U.S. Senate,,,Write-ins,0,,,,
Huron,"Lake Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,213,,,,
Huron,"Lake Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,322,,,,
Huron,"Lake Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,4,,,,
Huron,"Lake Township, Precinct 1",U.S. Senate,,UST,Dave Stein,5,,,,
Huron,"Lake Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,1,,,,
Huron,"Lake Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,0,,,,
Huron,"Lake Township, Precinct 1",U.S. Senate,,,Write-ins,1,,,,
Huron,"Lincoln Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,108,,,,
Huron,"Lincoln Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,290,,,,
Huron,"Lincoln Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,4,,,,
Huron,"Lincoln Township, Precinct 1",U.S. Senate,,UST,Dave Stein,6,,,,
Huron,"Lincoln Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,2,,,,
Huron,"Lincoln Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,3,,,,
Huron,"Lincoln Township, Precinct 1",U.S. Senate,,,Write-ins,0,,,,
Huron,"McKinley Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,64,,,,
Huron,"McKinley Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,198,,,,
Huron,"McKinley Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,4,,,,
Huron,"McKinley Township, Precinct 1",U.S. Senate,,UST,Dave Stein,0,,,,
Huron,"McKinley Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,2,,,,
Huron,"McKinley Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,2,,,,
Huron,"McKinley Township, Precinct 1",U.S. Senate,,,Write-ins,0,,,,
Huron,"Meade Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,128,,,,
Huron,"Meade Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,259,,,,
Huron,"Meade Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,6,,,,
Huron,"Meade Township, Precinct 1",U.S. Senate,,UST,Dave Stein,1,,,,
Huron,"Meade Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,1,,,,
Huron,"Meade Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,1,,,,
Huron,"Meade Township, Precinct 1",U.S. Senate,,,Write-ins,1,,,,
Huron,"Oliver Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,18,,,,
Huron,"Oliver Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,71,,,,
Huron,"Oliver Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,0,,,,
Huron,"Oliver Township, Precinct 1",U.S. Senate,,UST,Dave Stein,0,,,,
Huron,"Oliver Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,1,,,,
Huron,"Oliver Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,0,,,,
Huron,"Oliver Township, Precinct 1",U.S. Senate,,,Write-ins,0,,,,
Huron,"Paris Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,64,,,,
Huron,"Paris Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,205,,,,
Huron,"Paris Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,1,,,,
Huron,"Paris Township, Precinct 1",U.S. Senate,,UST,Dave Stein,3,,,,
Huron,"Paris Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,0,,,,
Huron,"Paris Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,0,,,,
Huron,"Paris Township, Precinct 1",U.S. Senate,,,Write-ins,0,,,,
Huron,"Pointe Aux Barques Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,12,,,,
Huron,"Pointe Aux Barques Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,7,,,,
Huron,"Pointe Aux Barques Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,0,,,,
Huron,"Pointe Aux Barques Township, Precinct 1",U.S. Senate,,UST,Dave Stein,0,,,,
Huron,"Pointe Aux Barques Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,0,,,,
Huron,"Pointe Aux Barques Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,0,,,,
Huron,"Pointe Aux Barques Township, Precinct 1",U.S. Senate,,,Write-ins,0,,,,
Huron,"Port Austin Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,388,,,,
Huron,"Port Austin Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,555,,,,
Huron,"Port Austin Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,8,,,,
Huron,"Port Austin Township, Precinct 1",U.S. Senate,,UST,Dave Stein,7,,,,
Huron,"Port Austin Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,2,,,,
Huron,"Port Austin Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,2,,,,
Huron,"Port Austin Township, Precinct 1",U.S. Senate,,,Write-ins,1,,,,
Huron,"Rubicon Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,113,,,,
Huron,"Rubicon Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,348,,,,
Huron,"Rubicon Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,9,,,,
Huron,"Rubicon Township, Precinct 1",U.S. Senate,,UST,Dave Stein,3,,,,
