county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee_mail,provisional
Adams,Conewago 2,Attorney General,,,Under Votes,30,15,,15,0
Adams,Conewago 3,Attorney General,,DEM,EUGENE DEPASQUALE,428,203,,223,2
Adams,Conewago 3,Attorney General,,REP,DAVE SUNDAY,995,767,,226,2
Adams,Conewago 3,Attorney General,,LIB,ROBERT COWBURN,17,17,,0,0
Adams,Conewago 3,Attorney General,,GNP,RICHARD L WEISS,11,7,,4,0
Adams,Conewago 3,Attorney General,,CST,JUSTIN L MAGILL,9,6,,3,0
Adams,Conewago 3,Attorney General,,FWD,ERIC L SETTLE,2,2,,0,0
Adams,Conewago 3,Attorney General,,,Write-ins,2,0,,2,0
Adams,Conewago 3,Attorney General,,,Not Assigned,2,0,,2,0
Adams,Conewago 3,Attorney General,,,Over Votes,1,0,,1,0
Adams,Conewago 3,Attorney General,,,Under Votes,17,13,,4,0
Adams,Cumberland 1,Attorney General,,DEM,EUGENE DEPASQUALE,557,313,,240,4
Adams,Cumberland 1,Attorney General,,REP,DAVE SUNDAY,726,538,,188,0
Adams,Cumberland 1,Attorney General,,LIB,ROBERT COWBURN,25,18,,6,1
Adams,Cumberland 1,Attorney General,,GNP,RICHARD L WEISS,12,10,,2,0
Adams,Cumberland 1,Attorney General,,CST,JUSTIN L MAGILL,7,5,,2,0
Adams,Cumberland 1,Attorney General,,FWD,ERIC L SETTLE,6,4,,2,0
Adams,Cumberland 1,Attorney General,,,Write-ins,0,0,,0,0
Adams,Cumberland 1,Attorney General,,,Not Assigned,0,0,,0,0
Adams,Cumberland 1,Attorney General,,,Over Votes,0,0,,0,0
Adams,Cumberland 1,Attorney General,,,Under Votes,26,18,,7,1
Adams,Cumberland 2,Attorney General,,DEM,EUGENE DEPASQUALE,299,166,,130,3
Adams,Cumberland 2,Attorney General,,REP,DAVE SUNDAY,648,521,,120,7
Adams,Cumberland 2,Attorney General,,LIB,ROBERT COWBURN,7,6,,1,0
Adams,Cumberland 2,Attorney General,,GNP,RICHARD L WEISS,6,2,,4,0
Adams,Cumberland 2,Attorney General,,CST,JUSTIN L MAGILL,6,6,,0,0
Adams,Cumberland 2,Attorney General,,FWD,ERIC L SETTLE,0,0,,0,0
