county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee_mail,provisional
Branch,Matteson Township,U.S. Senate,,REP,Mike Rogers,461,,,,
Branch,Matteson Township,U.S. Senate,,LIB,Joseph Solis-Mullen,6,,,,
Branch,Matteson Township,U.S. Senate,,UST,Dave Stein,6,,,,
Branch,Matteson Township,U.S. Senate,,GRN,Douglas Marsh,3,,,,
Branch,Matteson Township,U.S. Senate,,NLP,Doug Dern,1,,,,
Branch,Noble Township,U.S. Senate,,DEM,Elissa Slotkin,56,,,,
Branch,Noble Township,U.S. Senate,,REP,Mike Rogers,200,,,,
Branch,Noble Township,U.S. Senate,,LIB,Joseph Solis-Mullen,2,,,,
Branch,Noble Township,U.S. Senate,,UST,Dave Stein,0,,,,
Branch,Noble Township,U.S. Senate,,GRN,Douglas Marsh,1,,,,
Branch,Noble Township,U.S. Senate,,NLP,Doug Dern,1,,,,
Branch,Ovid Township,U.S. Senate,,DEM,Elissa Slotkin,433,,,,
Branch,Ovid Township,U.S. Senate,,REP,Mike Rogers,1129,,,,
Branch,Ovid Township,U.S. Senate,,LIB,Joseph Solis-Mullen,11,,,,
Branch,Ovid Township,U.S. Senate,,UST,Dave Stein,14,,,,
Branch,Ovid Township,U.S. Senate,,GRN,Douglas Marsh,3,,,,
Branch,Ovid Township,U.S. Senate,,NLP,Doug Dern,3,,,,
Branch,Quincy Township,U.S. Senate,,DEM,Elissa Slotkin,568,,,,
Branch,Quincy Township,U.S. Senate,,REP,Mike Rogers,1360,,,,
Branch,Quincy Township,U.S. Senate,,LIB,Joseph Solis-Mullen,26,,,,
Branch,Quincy Township,U.S. Senate,,UST,Dave Stein,21,,,,
Branch,Quincy Township,U.S. Senate,,GRN,Douglas Marsh,9,,,,
Branch,Quincy Township,U.S. Senate,,NLP,Doug Dern,12,,,,
Branch,Sherwood Township,U.S. Senate,,DEM,Elissa Slotkin,265,,,,
Branch,Sherwood Township,U.S. Senate,,REP,Mike Rogers,716,,,,
Branch,Sherwood Township,U.S. Senate,,LIB,Joseph Solis-Mullen,11,,,,
Branch,Sherwood Township,U.S. Senate,,UST,Dave Stein,8,,,,
Branch,Sherwood Township,U.S. Senate,,GRN,Douglas Marsh,6,,,,
Branch,Sherwood Township,U.S. Senate,,NLP,Doug Dern,8,,,,
Branch,Union Township,U.S. Senate,,DEM,Elissa Slotkin,403,,,,
Branch,Union Township,U.S. Senate,,REP,Mike Rogers,990,,,,
Branch,Union Township,U.S. Senate,,LIB,Joseph Solis-Mullen,21,,,,
Branch,Union Township,U.S. Senate,,UST,Dave Stein,21,,,,
Branch,Union Township,U.S. Senate,,GRN,Douglas Marsh,9,,,,
Branch,Union Township,U.S. Senate,,NLP,Doug Dern,10,,,,
